# u	v	rank	gender
6	87	Asst	M
6	87	Assoc	F
6	89	Assoc	F
6	89	Assoc	F
6	89	Assoc	M
6	90	Full	M
6	92	Assoc	M
6	94	Assoc	F
6	94	Full	M
6	96	Assoc	F
6	97	Assoc	M
6	97	Full	M
6	106	Asst	M
6	106	Full	M
6	106	Full	F
6	108	Full	M
6	108	Full	M
6	109	Full	M
6	109	Full	M
6	109	Full	M
6	110	Full	M
6	111	Full	M
6	114	Asst	M
6	114	Assoc	F
6	114	Assoc	M
6	115	Full	M
6	118	Assoc	F
6	121	Full	M
6	121	Full	F
6	122	Asst	F
6	123	Asst	M
6	125	Asst	M
6	125	Asst	M
6	126	Asst	F
6	126	Full	M
6	127	Asst	M
6	128	Assoc	M
6	129	Full	F
6	130	Asst	F
6	131	Asst	F
6	131	Full	M
6	132	Assoc	M
6	133	Assoc	M
6	134	Full	M
6	139	Asst	M
6	139	Asst	F
6	140	Asst	F
6	140	Asst	F
6	142	Assoc	M
6	142	Assoc	F
6	143	Full	M
6	144	Assoc	F
7	1	Assoc	M
7	1	Full	M
7	1	Full	M
7	1	Full	F
7	2	Full	M
7	2	Full	F
7	2	Full	M
7	2	Full	M
7	3	Asst	M
7	3	Asst	M
7	3	Assoc	F
7	3	Full	M
7	3	Full	F
7	4	Asst	M
7	4	Full	M
7	5	Assoc	M
7	5	Assoc	M
7	5	Full	F
7	6	Assoc	M
7	6	Assoc	F
7	6	Full	M
7	6	Full	M
7	6	Full	F
7	7	Asst	F
7	7	Assoc	F
7	7	Assoc	F
7	7	Assoc	M
7	7	Full	F
7	7	Full	M
7	7	Full	F
7	7	Full	M
7	7	Full	F
7	7	Full	F
7	7	Full	F
7	7	Full	M
7	7	Full	M
7	7	Full	M
7	8	Full	M
7	9	Assoc	F
7	9	Full	M
7	9	Full	M
7	9	Full	M
7	10	Asst	F
7	10	Asst	F
7	10	Assoc	M
7	11	Asst	M
7	11	Assoc	F
7	11	Full	M
7	11	Full	M
7	11	Full	M
7	11	Full	F
7	12	Asst	F
7	12	Assoc	M
7	12	Assoc	F
7	12	Assoc	F
7	12	Full	F
7	12	Full	F
7	12	Full	M
7	12	Full	M
7	12	Full	F
7	13	Asst	M
7	13	Assoc	M
7	13	Full	M
7	13	Full	F
7	14	Assoc	F
7	15	Assoc	F
7	15	Full	F
7	16	Assoc	F
7	16	Assoc	F
7	16	Full	F
7	19	Assoc	M
7	19	Full	M
7	19	Full	F
7	20	Asst	F
7	20	Assoc	F
7	20	Assoc	F
7	20	Full	M
7	21	Asst	M
7	21	Assoc	M
7	21	Full	M
7	21	Full	F
7	22	Full	F
7	23	Asst	M
7	23	Asst	F
7	23	Assoc	F
7	23	Assoc	M
7	23	Assoc	F
7	23	Assoc	M
7	23	Assoc	M
7	23	Assoc	F
7	23	Full	F
7	23	Full	M
7	23	Full	F
7	23	Full	F
7	24	Full	M
7	24	Full	M
7	24	Full	F
7	25	Assoc	F
7	25	Full	M
7	26	Asst	M
7	26	Assoc	M
7	26	Assoc	M
7	26	Full	F
7	27	Full	F
7	28	Assoc	M
7	28	Full	M
7	29	Assoc	F
7	29	Assoc	M
7	31	Assoc	M
7	32	Full	F
7	32	Full	M
7	34	Assoc	F
7	34	Assoc	F
7	35	Assoc	F
7	36	Full	M
7	38	Assoc	M
7	39	Assoc	M
7	39	Full	M
7	40	Assoc	M
7	40	Assoc	M
7	41	Assoc	M
7	41	Assoc	F
7	41	Full	M
7	42	Full	F
7	42	Full	M
7	43	Assoc	M
7	43	Full	M
7	44	Asst	F
7	45	Full	M
7	47	Asst	M
7	47	Asst	F
7	47	Full	F
7	50	Assoc	F
7	52	Asst	F
7	52	Full	F
7	53	Assoc	M
7	54	Asst	F
7	54	Asst	M
7	54	Assoc	F
7	54	Assoc	F
7	54	Full	M
7	54	Full	F
7	55	Asst	M
7	55	Assoc	M
7	55	Full	M
7	56	Full	F
7	57	Asst	F
7	57	Full	M
7	57	Full	M
7	58	Asst	M
7	58	Assoc	M
7	59	Asst	F
7	60	Assoc	F
7	60	Assoc	F
7	61	Full	F
7	62	Assoc	M
7	62	Assoc	F
7	62	Assoc	F
7	62	Assoc	F
7	63	Asst	F
7	63	Assoc	M
7	63	Assoc	F
7	63	Full	M
7	64	Asst	M
7	64	Assoc	M
7	64	Full	M
7	65	Asst	F
7	65	Assoc	M
7	67	Assoc	F
7	68	Asst	F
7	68	Full	F
7	69	Asst	F
7	69	Full	M
7	70	Full	M
7	71	Assoc	M
7	72	Assoc	M
7	74	Assoc	F
7	75	Assoc	M
7	75	Full	F
7	77	Assoc	M
7	83	Assoc	F
7	83	Assoc	M
7	83	Assoc	M
7	83	Full	F
7	84	Asst	M
7	88	Asst	M
7	88	Asst	M
7	88	Asst	M
7	88	Full	M
7	89	Assoc	F
7	89	Full	M
7	92	Assoc	F
7	93	Assoc	F
7	93	Full	M
7	93	Full	M
7	94	Assoc	M
7	94	Assoc	F
7	94	Full	M
7	94	Full	F
7	94	Full	M
7	94	Full	M
7	94	Full	M
7	94	Full	F
7	94	Full	M
7	94	Full	M
7	94	Full	M
7	94	Full	M
7	95	Asst	F
7	95	Assoc	F
7	96	Assoc	M
7	96	Full	F
7	96	Full	M
7	97	Asst	M
7	97	Assoc	M
7	102	Assoc	M
7	104	Asst	F
7	104	Full	M
7	106	Full	M
7	109	Asst	M
7	110	Asst	M
7	110	Asst	F
7	110	Asst	M
7	110	Asst	F
7	110	Assoc	M
7	110	Assoc	F
7	110	Full	M
7	110	Full	M
7	110	Full	M
7	110	Full	M
7	111	Asst	M
7	111	Assoc	F
7	115	Assoc	M
7	116	Asst	F
7	118	Asst	F
7	118	Assoc	F
7	120	Full	M
7	121	Full	M
7	122	Asst	F
7	123	Assoc	M
7	126	Assoc	M
7	126	Full	M
7	126	Full	M
7	130	Full	M
7	132	Assoc	M
7	132	Assoc	M
7	135	Asst	F
7	135	Assoc	M
7	136	Asst	M
7	136	Full	M
7	140	Full	M
7	142	Full	F
7	142	Full	F
7	142	Full	M
8	1	Full	F
8	4	Full	M
8	7	Full	M
8	7	Full	F
8	11	Assoc	F
8	12	Full	M
8	14	Full	M
8	17	Full	M
8	19	Full	F
8	29	Full	M
8	30	Full	M
8	31	Full	F
8	31	Full	M
8	33	Full	M
8	34	Full	F
8	38	Assoc	F
8	39	Full	M
8	40	Assoc	F
8	41	Assoc	M
8	42	Assoc	M
8	42	Full	M
8	44	Full	M
8	44	Full	M
8	48	Assoc	M
8	50	Assoc	F
8	52	Asst	M
8	58	Full	M
8	62	Full	M
8	63	Full	M
8	69	Asst	F
8	69	Assoc	M
8	70	Assoc	M
8	70	Full	M
8	71	Full	M
8	78	Full	M
8	81	Full	F
8	92	Asst	F
8	92	Full	F
8	94	Full	M
8	110	Asst	M
8	110	Full	M
8	110	Full	M
8	130	Asst	M
9	1	Full	F
9	2	Full	M
9	4	Full	M
9	6	Assoc	M
9	7	Full	F
9	8	Full	M
9	9	Asst	F
9	9	Full	M
9	9	Full	M
9	12	Assoc	M
9	12	Full	F
9	12	Full	M
9	12	Full	M
9	13	Assoc	M
9	13	Full	M
9	14	Assoc	M
9	17	Assoc	F
9	19	Asst	M
9	19	Full	F
9	19	Full	M
9	20	Assoc	F
9	21	Assoc	M
9	21	Assoc	F
9	21	Full	M
9	23	Assoc	F
9	25	Assoc	M
9	25	Full	M
9	27	Assoc	M
9	27	Full	M
9	29	Assoc	M
9	29	Assoc	M
9	29	Assoc	M
9	29	Full	F
9	29	Full	M
9	30	Asst	M
9	30	Full	M
9	31	Assoc	F
9	34	Assoc	F
9	34	Full	M
9	34	Full	M
9	35	Asst	M
9	36	Asst	M
9	36	Assoc	F
9	38	Full	F
9	40	Full	M
9	42	Full	M
9	44	Full	F
9	46	Asst	F
9	49	Asst	M
9	49	Assoc	M
9	49	Full	M
9	51	Asst	F
9	51	Asst	M
9	53	Assoc	F
9	54	Full	M
9	56	Assoc	F
9	56	Full	M
9	57	Full	M
9	58	Assoc	M
9	60	Full	M
9	67	Full	M
9	68	Assoc	F
9	68	Assoc	F
9	69	Assoc	M
9	70	Assoc	M
9	75	Assoc	M
9	77	Asst	M
9	77	Assoc	F
9	79	Full	M
9	82	Asst	F
9	82	Asst	F
9	83	Full	M
9	85	Full	M
9	88	Assoc	M
9	90	Full	M
9	91	Full	F
9	92	Full	M
9	92	Full	M
9	92	Full	M
9	94	Assoc	M
9	94	Full	F
9	94	Full	M
9	96	Asst	M
9	96	Full	M
9	102	Full	M
9	103	Assoc	M
9	106	Full	F
9	109	Full	M
9	111	Full	M
9	115	Assoc	F
9	115	Full	M
9	117	Assoc	F
9	119	Asst	F
9	119	Full	M
9	120	Full	M
9	122	Assoc	M
9	122	Full	M
9	122	Full	M
9	126	Full	F
9	127	Asst	F
9	129	Assoc	M
9	132	Full	M
9	135	Full	M
9	137	Asst	M
9	137	Assoc	M
9	142	Assoc	F
9	142	Full	M
9	142	Full	F
10	1	Full	F
10	2	Assoc	M
10	2	Full	F
10	3	Assoc	M
10	4	Asst	M
10	4	Full	M
10	4	Full	F
10	4	Full	M
10	4	Full	M
10	7	Asst	F
10	7	Full	M
10	10	Assoc	M
10	10	Full	M
10	10	Full	M
10	12	Asst	M
10	12	Assoc	F
10	12	Full	M
10	12	Full	F
10	12	Full	M
10	14	Asst	M
10	14	Assoc	F
10	15	Assoc	M
10	17	Assoc	M
10	19	Assoc	F
10	19	Full	M
10	22	Asst	M
10	22	Full	M
10	23	Asst	M
10	23	Full	F
10	23	Full	F
10	24	Full	M
10	25	Full	M
10	26	Assoc	F
10	27	Assoc	F
10	27	Assoc	F
10	29	Assoc	F
10	29	Assoc	M
10	29	Full	F
10	30	Asst	F
10	30	Asst	F
10	30	Full	F
10	31	Assoc	F
10	31	Assoc	M
10	31	Assoc	M
10	32	Assoc	F
10	32	Full	M
10	32	Full	F
10	34	Asst	F
10	38	Full	F
10	39	Assoc	F
10	40	Full	M
10	41	Asst	M
10	41	Assoc	M
10	42	Assoc	M
10	45	Assoc	F
10	45	Full	M
10	46	Full	M
10	48	Assoc	M
10	51	Full	M
10	51	Full	F
10	53	Asst	F
10	53	Asst	M
10	54	Assoc	M
10	54	Assoc	M
10	55	Assoc	F
10	57	Asst	M
10	57	Assoc	M
10	57	Assoc	F
10	57	Full	M
10	57	Full	M
10	57	Full	M
10	58	Full	M
10	59	Assoc	F
10	60	Full	M
10	62	Assoc	F
10	62	Full	M
10	64	Assoc	M
10	64	Assoc	F
10	64	Full	F
10	65	Assoc	M
10	65	Assoc	M
10	68	Asst	F
10	70	Assoc	F
10	71	Assoc	F
10	71	Full	F
10	74	Full	M
10	75	Asst	F
10	75	Assoc	M
10	75	Full	M
10	76	Assoc	M
10	79	Assoc	F
10	80	Full	M
10	83	Asst	F
10	83	Full	M
10	83	Full	M
10	85	Assoc	F
10	88	Asst	M
10	88	Assoc	F
10	88	Assoc	F
10	89	Assoc	F
10	91	Assoc	F
10	94	Assoc	M
10	94	Assoc	F
10	94	Full	M
10	96	Assoc	M
10	97	Asst	M
10	97	Asst	M
10	98	Asst	F
10	101	Assoc	M
10	106	Full	M
10	107	Assoc	M
10	109	Assoc	F
10	119	Asst	M
10	121	Asst	M
10	121	Assoc	M
10	122	Asst	M
10	124	Assoc	M
10	124	Full	M
10	126	Full	M
10	131	Full	F
10	136	Assoc	F
10	139	Assoc	M
10	141	Asst	F
10	142	Assoc	F
10	142	Assoc	M
10	142	Assoc	M
10	143	Assoc	F
10	144	Asst	F
11	2	Asst	M
11	2	Full	M
11	2	Full	M
11	3	Full	M
11	4	Assoc	F
11	4	Full	M
11	5	Assoc	M
11	6	Full	M
11	7	Full	M
11	9	Full	M
11	9	Full	M
11	10	Assoc	M
11	10	Full	F
11	10	Full	M
11	11	Full	M
11	11	Full	M
11	12	Full	F
11	12	Full	M
11	13	Full	M
11	14	Full	M
11	14	Full	F
11	16	Assoc	M
11	19	Assoc	M
11	20	Full	M
11	21	Assoc	F
11	21	Full	F
11	22	Asst	F
11	22	Assoc	M
11	22	Assoc	M
11	22	Assoc	F
11	22	Assoc	M
11	22	Full	M
11	23	Assoc	M
11	23	Full	M
11	23	Full	M
11	24	Full	M
11	24	Full	M
11	24	Full	M
11	25	Asst	F
11	25	Assoc	M
11	25	Full	M
11	26	Assoc	M
11	27	Asst	F
11	27	Full	F
11	29	Assoc	F
11	29	Full	M
11	29	Full	M
11	32	Full	M
11	33	Full	M
11	33	Full	F
11	34	Assoc	F
11	36	Assoc	M
11	36	Full	F
11	37	Full	F
11	38	Full	M
11	39	Asst	M
11	39	Assoc	F
11	39	Full	M
11	40	Assoc	F
11	41	Full	M
11	42	Assoc	M
11	42	Assoc	F
11	42	Full	M
11	42	Full	M
11	44	Assoc	M
11	44	Assoc	F
11	44	Assoc	F
11	44	Assoc	F
11	44	Full	M
11	44	Full	M
11	45	Assoc	M
11	46	Assoc	M
11	46	Full	M
11	46	Full	M
11	46	Full	M
11	46	Full	M
11	46	Full	M
11	48	Assoc	M
11	48	Full	M
11	50	Asst	M
11	50	Assoc	M
11	50	Assoc	M
11	51	Assoc	M
11	53	Full	F
11	54	Asst	F
11	57	Assoc	M
11	57	Assoc	M
11	58	Assoc	M
11	59	Assoc	M
11	59	Assoc	F
11	59	Full	M
11	59	Full	M
11	59	Full	M
11	59	Full	M
11	59	Full	F
11	59	Full	F
11	60	Full	M
11	61	Assoc	M
11	61	Assoc	M
11	67	Full	F
11	69	Assoc	F
11	70	Full	M
11	71	Full	M
11	73	Full	M
11	75	Asst	F
11	75	Full	M
11	77	Assoc	M
11	77	Assoc	F
11	77	Full	M
11	78	Asst	M
11	78	Asst	F
11	78	Full	M
11	79	Assoc	M
11	79	Assoc	F
11	80	Full	M
11	81	Asst	M
11	81	Assoc	M
11	81	Full	M
11	83	Full	F
11	83	Full	M
11	84	Assoc	F
11	87	Assoc	F
11	89	Full	F
11	89	Full	M
11	90	Full	M
11	91	Assoc	M
11	91	Full	M
11	91	Full	M
11	93	Asst	M
11	93	Asst	F
11	93	Asst	F
11	94	Full	M
11	94	Full	M
11	94	Full	F
11	96	Asst	M
11	96	Full	M
11	97	Asst	F
11	97	Assoc	F
11	98	Asst	F
11	98	Assoc	M
11	98	Assoc	M
11	98	Full	M
11	101	Full	M
11	102	Full	M
11	103	Full	M
11	104	Assoc	M
11	108	Assoc	M
11	109	Assoc	M
11	109	Full	M
11	112	Full	M
11	113	Asst	M
11	113	Full	F
11	115	Full	F
11	117	Assoc	F
11	117	Assoc	M
11	117	Full	M
11	118	Assoc	M
11	118	Full	M
11	118	Full	F
11	119	Asst	F
11	119	Assoc	M
11	122	Assoc	M
11	122	Full	M
11	122	Full	M
11	126	Full	F
11	127	Asst	M
11	127	Full	M
11	128	Asst	F
11	129	Full	M
11	130	Assoc	M
11	130	Full	F
11	131	Assoc	M
11	133	Full	M
11	135	Assoc	F
11	135	Assoc	M
11	135	Full	M
11	136	Assoc	F
11	139	Asst	M
11	141	Asst	M
11	142	Asst	M
12	1	Full	M
12	2	Full	M
12	4	Asst	F
12	5	Full	M
12	5	Full	M
12	5	Full	F
12	6	Assoc	F
12	7	Assoc	F
12	9	Asst	M
12	9	Assoc	M
12	10	Asst	F
12	10	Assoc	F
12	10	Full	F
12	11	Full	M
12	11	Full	M
12	11	Full	F
12	12	Full	M
12	12	Full	F
12	12	Full	M
12	13	Assoc	M
12	14	Assoc	F
12	14	Assoc	F
12	14	Full	M
12	15	Assoc	M
12	16	Assoc	F
12	16	Full	M
12	16	Full	M
12	17	Asst	M
12	17	Assoc	F
12	17	Full	F
12	19	Asst	M
12	19	Full	F
12	20	Asst	M
12	20	Assoc	F
12	20	Assoc	F
12	20	Full	M
12	21	Assoc	F
12	21	Assoc	F
12	21	Full	M
12	21	Full	F
12	22	Assoc	M
12	22	Full	M
12	22	Full	F
12	22	Full	F
12	23	Asst	F
12	23	Assoc	F
12	23	Full	F
12	23	Full	M
12	24	Assoc	F
12	24	Full	M
12	24	Full	M
12	25	Asst	M
12	27	Full	F
12	28	Full	F
12	29	Asst	M
12	29	Assoc	M
12	29	Assoc	F
12	30	Assoc	M
12	30	Assoc	M
12	30	Full	M
12	31	Asst	F
12	31	Full	M
12	31	Full	M
12	31	Full	M
12	32	Assoc	F
12	33	Assoc	M
12	33	Assoc	F
12	33	Full	M
12	33	Full	F
12	33	Full	M
12	35	Asst	M
12	35	Assoc	M
12	36	Asst	M
12	36	Full	F
12	36	Full	M
12	36	Full	F
12	36	Full	M
12	38	Assoc	M
12	38	Full	M
12	38	Full	F
12	39	Asst	F
12	39	Full	F
12	41	Asst	F
12	41	Full	M
12	42	Assoc	M
12	42	Full	M
12	43	Full	F
12	45	Assoc	M
12	45	Assoc	M
12	46	Assoc	F
12	46	Assoc	F
12	46	Full	F
12	47	Full	M
12	47	Full	M
12	48	Asst	F
12	48	Full	M
12	49	Assoc	F
12	49	Assoc	F
12	50	Full	M
12	50	Full	F
12	51	Full	M
12	53	Assoc	M
12	53	Full	M
12	54	Assoc	M
12	57	Asst	F
12	57	Assoc	F
12	57	Assoc	F
12	57	Full	M
12	57	Full	M
12	58	Asst	F
12	59	Asst	F
12	59	Assoc	M
12	60	Asst	M
12	60	Full	M
12	61	Assoc	M
12	61	Full	M
12	62	Assoc	F
12	64	Asst	F
12	64	Assoc	F
12	64	Full	F
12	64	Full	M
12	64	Full	F
12	65	Full	M
12	68	Assoc	F
12	68	Full	M
12	68	Full	M
12	72	Assoc	M
12	73	Full	M
12	78	Asst	F
12	78	Asst	M
12	79	Assoc	F
12	81	Assoc	F
12	81	Assoc	M
12	81	Full	M
12	83	Full	M
12	84	Asst	M
12	84	Full	M
12	85	Assoc	F
12	85	Full	F
12	89	Asst	F
12	89	Asst	F
12	89	Assoc	F
12	90	Assoc	M
12	93	Asst	F
12	93	Full	F
12	94	Assoc	M
12	95	Full	M
12	96	Full	M
12	99	Assoc	M
12	102	Asst	M
12	104	Assoc	M
12	104	Full	M
12	112	Asst	F
12	118	Assoc	F
12	118	Assoc	M
12	119	Asst	M
12	119	Asst	F
12	120	Assoc	M
12	120	Full	M
12	121	Asst	M
12	121	Asst	F
12	123	Full	M
12	126	Assoc	F
12	127	Assoc	M
12	127	Full	M
12	128	Asst	F
12	128	Full	M
12	130	Full	M
12	132	Asst	F
12	132	Full	M
12	136	Assoc	M
12	142	Asst	F
12	144	Full	F
13	3	Full	M
13	3	Full	M
13	5	Assoc	M
13	5	Full	M
13	5	Full	M
13	5	Full	M
13	5	Full	M
13	7	Assoc	F
13	10	Assoc	M
13	12	Full	M
13	13	Assoc	F
13	13	Full	M
13	13	Full	M
13	13	Full	M
13	13	Full	M
13	13	Full	F
13	13	Full	M
13	13	Full	F
13	14	Assoc	M
13	14	Full	F
13	15	Assoc	M
13	17	Assoc	M
13	17	Assoc	F
13	17	Full	M
13	17	Full	M
13	19	Full	M
13	20	Asst	M
13	20	Asst	F
13	21	Assoc	F
13	21	Assoc	M
13	22	Assoc	M
13	22	Assoc	F
13	22	Full	F
13	22	Full	F
13	22	Full	M
13	23	Assoc	M
13	23	Full	M
13	23	Full	F
13	25	Assoc	M
13	25	Assoc	M
13	29	Assoc	F
13	29	Full	M
13	31	Assoc	M
13	32	Assoc	F
13	33	Assoc	M
13	33	Assoc	M
13	35	Assoc	F
13	35	Assoc	F
13	35	Assoc	F
13	35	Assoc	F
13	35	Full	F
13	36	Full	F
13	37	Asst	F
13	37	Assoc	M
13	37	Assoc	F
13	37	Full	F
13	38	Asst	M
13	38	Assoc	F
13	38	Full	F
13	38	Full	F
13	38	Full	M
13	38	Full	M
13	39	Asst	M
13	39	Asst	F
13	39	Assoc	M
13	39	Assoc	F
13	39	Full	F
13	41	Asst	F
13	41	Full	F
13	41	Full	M
13	42	Assoc	F
13	44	Full	F
13	44	Full	M
13	48	Full	M
13	51	Assoc	M
13	51	Full	M
13	52	Assoc	F
13	52	Assoc	M
13	52	Full	M
13	52	Full	M
13	53	Full	M
13	54	Asst	M
13	54	Full	M
13	56	Assoc	M
13	56	Assoc	F
13	56	Assoc	M
13	57	Assoc	M
13	58	Assoc	F
13	58	Assoc	M
13	59	Assoc	F
13	59	Assoc	M
13	60	Full	F
13	61	Asst	F
13	62	Full	M
13	62	Full	M
13	66	Assoc	M
13	67	Assoc	M
13	68	Asst	M
13	69	Assoc	M
13	71	Asst	M
13	71	Assoc	M
13	71	Full	M
13	72	Assoc	M
13	73	Assoc	M
13	73	Assoc	F
13	75	Asst	F
13	75	Full	M
13	79	Asst	F
13	81	Asst	F
13	83	Asst	M
13	83	Assoc	M
13	83	Full	M
13	83	Full	M
13	84	Full	M
13	85	Asst	M
13	85	Assoc	M
13	88	Assoc	M
13	88	Assoc	M
13	91	Assoc	F
13	91	Assoc	M
13	92	Assoc	F
13	93	Assoc	M
13	94	Full	F
13	94	Full	F
13	94	Full	M
13	95	Asst	M
13	96	Assoc	F
13	96	Assoc	F
13	96	Full	M
13	99	Assoc	M
13	101	Full	M
13	102	Asst	F
13	102	Full	M
13	103	Asst	F
13	104	Assoc	F
13	106	Assoc	F
13	106	Assoc	F
13	106	Assoc	M
13	107	Assoc	F
13	107	Full	M
13	113	Full	M
13	114	Assoc	F
13	114	Assoc	M
13	117	Asst	M
13	120	Assoc	M
13	121	Full	M
13	125	Assoc	M
13	125	Assoc	M
13	126	Full	M
13	130	Asst	M
13	131	Asst	M
13	131	Full	M
13	132	Assoc	M
13	135	Assoc	M
13	139	Full	M
13	139	Full	M
13	140	Assoc	M
13	142	Asst	M
13	142	Assoc	M
13	144	Asst	F
13	144	Asst	F
13	144	Full	F
14	4	Asst	M
14	7	Asst	M
14	7	Asst	F
14	7	Assoc	M
14	8	Full	M
14	11	Asst	F
14	11	Assoc	M
14	12	Asst	F
14	12	Assoc	M
14	13	Full	F
14	14	Assoc	M
14	15	Full	F
14	16	Assoc	F
14	19	Assoc	M
14	19	Assoc	F
14	19	Assoc	M
14	20	Assoc	M
14	23	Full	F
14	24	Full	M
14	26	Full	F
14	27	Full	M
14	33	Asst	M
14	33	Full	M
14	34	Full	F
14	38	Assoc	M
14	38	Full	F
14	39	Asst	F
14	40	Assoc	M
14	42	Assoc	F
14	45	Full	M
14	48	Full	M
14	49	Asst	F
14	50	Asst	F
14	52	Assoc	F
14	54	Full	M
14	58	Assoc	M
14	61	Full	F
14	62	Asst	M
14	63	Assoc	M
14	63	Assoc	F
14	63	Assoc	M
14	65	Assoc	F
14	65	Full	M
14	67	Assoc	F
14	67	Full	M
14	68	Assoc	M
14	75	Asst	F
14	82	Full	M
14	88	Full	M
14	91	Full	M
14	101	Full	F
14	105	Assoc	F
14	115	Assoc	M
14	118	Full	M
14	118	Full	M
14	119	Full	M
14	121	Assoc	F
14	121	Assoc	M
14	122	Assoc	M
14	135	Full	M
14	139	Asst	F
14	142	Asst	F
15	2	Asst	F
15	2	Full	F
15	3	Full	M
15	4	Full	M
15	11	Full	F
15	13	Full	M
15	13	Full	F
15	13	Full	M
15	15	Asst	M
15	15	Assoc	F
15	17	Assoc	F
15	23	Asst	F
15	23	Assoc	F
15	23	Full	M
15	23	Full	F
15	24	Full	M
15	24	Full	M
15	25	Full	M
15	27	Assoc	M
15	27	Assoc	M
15	27	Full	M
15	29	Assoc	M
15	29	Assoc	F
15	29	Full	M
15	31	Asst	F
15	31	Assoc	F
15	33	Assoc	F
15	35	Asst	M
15	35	Assoc	M
15	36	Assoc	F
15	37	Assoc	M
15	37	Assoc	F
15	38	Assoc	M
15	40	Assoc	F
15	41	Asst	M
15	43	Full	M
15	44	Full	M
15	44	Full	F
15	48	Full	F
15	49	Asst	M
15	49	Full	M
15	54	Assoc	M
15	54	Assoc	M
15	54	Full	M
15	55	Full	M
15	58	Full	M
15	61	Asst	F
15	66	Full	M
15	69	Full	M
15	72	Assoc	F
15	72	Assoc	F
15	72	Assoc	M
15	75	Full	F
15	76	Assoc	F
15	87	Assoc	F
15	89	Asst	M
15	90	Asst	M
15	91	Assoc	M
15	92	Assoc	F
15	95	Full	M
15	98	Asst	M
15	106	Assoc	M
15	108	Asst	M
15	110	Assoc	M
15	111	Asst	F
15	122	Assoc	F
15	123	Asst	F
15	125	Assoc	M
15	126	Asst	F
15	130	Assoc	M
15	135	Full	M
15	137	Assoc	M
15	139	Assoc	F
15	140	Full	M
16	1	Full	M
16	2	Full	M
16	2	Full	M
16	6	Assoc	M
16	6	Full	F
16	10	Full	F
16	11	Full	F
16	12	Full	M
16	13	Assoc	M
16	17	Assoc	M
16	20	Assoc	M
16	20	Full	M
16	21	Assoc	F
16	29	Full	M
16	31	Assoc	M
16	33	Asst	F
16	33	Full	M
16	36	Assoc	M
16	40	Asst	F
16	42	Full	F
16	43	Assoc	M
16	44	Assoc	F
16	44	Assoc	M
16	46	Assoc	F
16	48	Asst	M
16	48	Assoc	M
16	52	Assoc	M
16	55	Asst	M
16	55	Assoc	M
16	63	Asst	M
16	63	Assoc	M
16	68	Asst	F
16	73	Full	M
16	75	Full	M
16	75	Full	M
16	85	Assoc	F
16	85	Assoc	F
16	86	Asst	M
16	87	Assoc	F
16	90	Asst	F
16	94	Full	M
16	94	Full	F
16	94	Full	M
16	99	Asst	M
16	104	Asst	M
16	104	Full	M
16	104	Full	F
16	106	Full	M
16	112	Full	F
16	117	Full	M
16	118	Full	M
16	118	Full	M
16	124	Assoc	M
16	126	Assoc	M
16	133	Assoc	F
16	133	Full	M
16	135	Full	M
16	136	Assoc	M
17	12	Assoc	F
17	15	Full	F
17	16	Assoc	M
17	19	Full	M
17	20	Assoc	F
17	24	Assoc	F
17	25	Full	M
17	26	Full	F
17	33	Full	M
17	49	Full	F
17	49	Full	M
17	49	Full	M
17	62	Full	M
17	77	Assoc	M
17	78	Full	F
17	82	Asst	F
17	108	Asst	M
17	108	Assoc	F
17	109	Full	F
17	115	Assoc	M
17	119	Asst	F
17	122	Assoc	M
17	122	Full	M
17	126	Full	F
17	144	Asst	M
18	1	Full	F
18	7	Full	M
18	7	Full	M
18	9	Full	F
18	9	Full	M
18	13	Full	M
18	19	Full	M
18	19	Full	M
18	23	Full	F
18	33	Full	M
18	40	Assoc	M
18	42	Assoc	F
18	57	Full	M
18	64	Full	M
18	67	Full	M
18	82	Full	M
18	96	Full	F
18	106	Assoc	F
18	106	Full	M
18	112	Full	F
19	1	Full	F
19	7	Asst	F
19	7	Asst	F
19	12	Asst	F
19	12	Assoc	F
19	15	Asst	M
19	15	Asst	M
19	19	Assoc	M
19	20	Assoc	M
19	22	Assoc	M
19	22	Full	F
19	22	Full	M
19	23	Full	M
19	24	Full	M
19	25	Assoc	F
19	28	Asst	F
19	29	Assoc	M
19	30	Asst	F
19	30	Full	M
19	31	Assoc	F
19	32	Asst	F
19	33	Assoc	M
19	34	Asst	F
19	35	Asst	F
19	35	Assoc	F
19	36	Assoc	F
19	37	Full	F
19	37	Full	M
19	38	Full	M
19	42	Assoc	M
19	42	Assoc	M
19	49	Assoc	M
19	53	Asst	M
19	54	Asst	M
19	55	Assoc	F
19	55	Assoc	F
19	56	Asst	F
19	58	Assoc	M
19	60	Asst	F
19	63	Assoc	F
19	63	Full	F
19	63	Full	M
19	64	Asst	M
19	69	Asst	M
19	69	Asst	F
19	72	Asst	F
19	75	Full	F
19	81	Asst	M
19	88	Assoc	M
19	93	Assoc	M
19	94	Assoc	M
19	94	Full	F
19	106	Assoc	M
19	110	Asst	M
19	110	Full	F
19	117	Assoc	M
19	126	Full	F
19	126	Full	M
19	127	Asst	F
19	135	Assoc	M
19	139	Asst	M
19	142	Assoc	F
20	11	Asst	M
20	18	Asst	M
20	18	Asst	F
20	19	Asst	M
20	24	Asst	M
20	24	Full	F
20	25	Full	M
20	26	Assoc	M
20	27	Assoc	F
20	27	Assoc	M
