# u	v	rank	gender
11	163	Asst	M
11	164	Asst	M
11	165	Assoc	M
11	167	Full	M
11	168	Asst	M
11	173	Asst	M
11	173	Assoc	M
11	181	Assoc	M
11	181	Full	M
11	181	Full	M
11	199	Assoc	M
11	200	Full	M
11	204	Assoc	F
12	1	Full	M
12	2	Full	M
12	2	Full	M
12	6	Full	M
12	6	Full	M
12	7	Asst	F
12	10	Full	M
12	11	Asst	M
12	11	Assoc	M
12	11	Full	F
12	11	Full	M
12	11	Full	M
12	12	Full	M
12	13	Assoc	M
12	13	Assoc	M
12	13	Full	M
12	16	Full	M
12	21	Full	M
12	21	Full	F
12	22	Full	M
12	23	Assoc	M
12	23	Full	M
12	27	Asst	M
12	27	Full	M
12	28	Asst	M
12	28	Assoc	M
12	28	Full	M
12	29	Full	M
12	30	Assoc	M
12	30	Full	M
12	31	Full	M
12	35	Full	M
12	37	Asst	M
12	37	Assoc	M
12	37	Full	M
12	38	Asst	F
12	38	Asst	M
12	38	Full	M
12	42	Full	M
12	44	Full	M
12	48	Full	M
12	48	Full	M
12	51	Full	M
12	54	Full	M
12	55	Assoc	M
12	55	Assoc	M
12	59	Asst	M
12	60	Full	M
12	66	Full	M
12	68	Full	M
12	69	Assoc	M
12	70	Full	M
12	70	Full	F
12	73	Asst	M
12	75	Assoc	M
12	75	Full	M
12	78	Full	M
12	82	Full	M
12	84	Full	M
12	85	Full	M
12	87	Assoc	F
12	87	Full	M
12	89	Assoc	M
12	96	Asst	M
12	98	Full	M
12	102	Assoc	M
12	103	Full	M
12	107	Asst	M
12	107	Assoc	F
12	110	Asst	M
12	114	Full	M
12	116	Full	F
12	116	Full	M
12	123	Assoc	M
12	125	Asst	M
12	130	Full	M
12	132	Full	M
12	138	Full	M
12	139	Full	F
12	141	Full	M
12	150	Full	M
12	152	Asst	M
12	155	Full	M
12	166	Assoc	M
12	188	Assoc	M
12	191	Assoc	M
12	196	Full	M
13	5	Full	M
13	6	Asst	M
13	6	Asst	F
13	10	Full	M
13	11	Assoc	M
13	13	Full	M
13	15	Asst	F
13	19	Full	M
13	20	Assoc	M
13	20	Full	M
13	20	Full	M
13	20	Full	F
13	20	Full	F
13	23	Asst	M
13	24	Assoc	M
13	24	Full	M
13	24	Full	M
13	24	Full	M
13	25	Asst	M
13	26	Assoc	M
13	26	Full	F
13	27	Assoc	M
13	27	Assoc	M
13	28	Full	F
13	31	Assoc	M
13	33	Full	M
13	36	Assoc	M
13	36	Assoc	M
13	36	Full	M
13	38	Assoc	M
13	38	Assoc	M
13	40	Assoc	M
13	43	Asst	M
13	45	Assoc	M
13	51	Asst	M
13	53	Full	M
13	54	Full	F
13	54	Full	F
13	64	Assoc	M
13	66	Assoc	M
13	66	Full	M
13	67	Assoc	F
13	69	Assoc	F
13	69	Full	F
13	70	Full	M
13	73	Full	M
13	76	Assoc	M
13	76	Assoc	M
13	79	Asst	F
13	81	Full	M
13	84	Full	F
13	84	Full	M
13	86	Assoc	F
13	87	Full	M
13	88	Asst	F
13	88	Assoc	F
13	88	Full	M
13	93	Full	M
13	99	Full	F
13	102	Asst	M
13	102	Assoc	F
13	115	Asst	M
13	121	Full	M
13	124	Assoc	M
13	130	Full	M
13	130	Full	M
13	142	Assoc	F
13	143	Assoc	M
13	145	Full	M
13	148	Assoc	M
13	155	Assoc	M
13	161	Assoc	M
13	164	Assoc	M
13	167	Assoc	M
13	167	Assoc	M
13	167	Full	M
13	167	Full	M
13	171	Full	M
13	174	Assoc	M
13	174	Assoc	M
13	181	Full	M
13	184	Full	M
13	195	Full	M
13	201	Full	M
14	3	Full	M
14	8	Assoc	M
14	9	Full	M
14	13	Asst	M
14	14	Full	M
14	14	Full	M
14	17	Full	M
14	18	Full	F
14	19	Assoc	M
14	21	Assoc	M
14	22	Full	F
14	27	Assoc	M
14	27	Assoc	M
14	38	Full	M
14	42	Assoc	M
14	42	Assoc	M
14	43	Assoc	M
14	48	Full	M
14	50	Assoc	M
14	50	Assoc	F
14	52	Asst	M
14	53	Full	M
14	56	Full	M
14	57	Asst	M
14	63	Full	F
14	64	Asst	M
14	69	Full	M
14	69	Full	M
14	71	Asst	M
14	86	Assoc	M
14	88	Asst	F
14	98	Assoc	M
14	111	Asst	M
14	111	Full	M
14	131	Asst	F
14	139	Full	M
14	159	Asst	M
14	169	Full	M
14	175	Asst	M
14	179	Full	M
14	202	Assoc	F
14	203	Asst	M
15	1	Assoc	M
15	1	Assoc	M
15	2	Full	M
15	7	Asst	M
15	12	Full	F
15	13	Full	M
15	15	Full	M
15	15	Full	M
15	15	Full	M
15	15	Full	M
15	18	Full	M
15	18	Full	M
15	20	Full	M
15	23	Full	M
15	23	Full	F
15	24	Asst	M
15	24	Assoc	M
15	25	Assoc	M
15	26	Full	M
15	28	Assoc	M
15	29	Full	F
15	31	Asst	F
15	32	Assoc	F
15	32	Full	F
15	34	Full	M
15	38	Full	M
15	39	Asst	M
15	42	Assoc	M
15	42	Assoc	F
15	43	Full	M
15	47	Assoc	M
15	49	Assoc	M
15	49	Full	M
15	51	Full	M
15	55	Assoc	M
15	55	Full	M
15	60	Asst	M
15	60	Full	M
15	62	Assoc	M
15	69	Full	M
15	69	Full	M
15	74	Full	M
15	84	Assoc	M
15	85	Assoc	M
15	88	Full	M
15	100	Assoc	F
15	106	Asst	M
15	107	Assoc	F
15	111	Assoc	M
15	117	Assoc	M
15	118	Assoc	M
15	130	Full	M
15	132	Asst	M
15	138	Assoc	F
15	138	Full	M
15	152	Full	M
15	155	Full	F
15	161	Assoc	F
15	166	Asst	M
15	170	Assoc	M
15	181	Full	M
15	191	Assoc	M
15	191	Assoc	F
15	204	Assoc	F
16	15	Full	M
16	16	Full	M
16	19	Assoc	F
16	20	Full	M
16	21	Assoc	M
16	27	Assoc	M
16	27	Assoc	M
16	29	Assoc	M
16	31	Full	M
16	35	Assoc	M
16	35	Full	M
16	40	Full	M
16	51	Full	M
16	52	Assoc	M
16	56	Full	M
16	58	Asst	F
16	62	Full	M
16	67	Assoc	M
16	67	Full	M
16	70	Full	M
16	76	Asst	M
16	82	Full	F
16	93	Full	M
16	101	Full	M
16	127	Full	M
16	146	Full	M
16	147	Full	M
16	201	Full	M
17	2	Full	M
17	6	Full	M
17	7	Assoc	M
17	7	Full	F
17	7	Full	M
17	12	Assoc	M
17	18	Assoc	F
17	22	Asst	M
17	22	Full	M
17	35	Full	M
17	38	Full	M
17	41	Assoc	M
17	73	Asst	M
17	79	Full	M
17	84	Asst	M
17	105	Asst	F
17	108	Assoc	M
17	112	Asst	M
17	145	Full	M
17	145	Full	M
17	146	Assoc	M
17	149	Full	M
17	190	Assoc	M
17	191	Assoc	M
17	191	Assoc	M
17	191	Assoc	M
17	191	Assoc	M
17	200	Asst	F
18	7	Asst	M
18	9	Assoc	M
18	10	Asst	M
18	12	Asst	M
18	14	Assoc	M
18	14	Full	M
18	18	Full	M
18	18	Full	M
18	20	Asst	M
18	25	Assoc	M
18	25	Assoc	M
18	25	Assoc	M
18	25	Full	M
18	25	Full	M
18	25	Full	M
18	27	Full	M
18	28	Asst	M
18	28	Full	M
18	29	Assoc	F
18	29	Full	M
18	29	Full	M
18	31	Asst	M
18	31	Full	M
18	32	Full	M
18	32	Full	F
18	34	Assoc	M
18	34	Full	M
18	35	Assoc	M
18	36	Assoc	M
18	36	Full	M
18	36	Full	M
18	37	Asst	F
18	41	Asst	M
18	41	Full	M
18	42	Assoc	M
18	49	Asst	M
18	49	Full	M
18	49	Full	M
18	50	Full	M
18	51	Assoc	M
18	52	Assoc	M
18	53	Assoc	M
18	53	Full	M
18	53	Full	M
18	54	Asst	M
18	55	Assoc	M
18	57	Full	M
18	69	Full	M
18	72	Assoc	M
18	72	Full	M
18	74	Full	M
18	74	Full	M
18	75	Assoc	M
18	76	Full	M
18	77	Asst	M
18	79	Full	M
18	80	Full	M
18	82	Assoc	M
18	83	Full	M
18	87	Full	M
18	96	Asst	M
18	96	Asst	M
18	98	Assoc	M
18	98	Full	M
18	98	Full	M
18	102	Asst	M
18	103	Assoc	M
18	107	Assoc	M
18	108	Assoc	M
18	111	Full	M
18	111	Full	M
18	113	Assoc	M
18	115	Assoc	M
18	116	Full	M
18	120	Assoc	M
18	120	Assoc	M
18	129	Full	M
18	132	Full	M
18	148	Full	M
18	150	Assoc	M
18	154	Asst	M
18	157	Asst	M
18	163	Assoc	M
18	175	Asst	M
18	175	Assoc	M
18	175	Full	M
18	178	Asst	M
18	181	Assoc	M
18	184	Full	M
18	187	Assoc	M
18	188	Full	M
18	191	Assoc	M
18	194	Full	M
18	203	Asst	M
19	7	Full	M
19	18	Assoc	M
19	19	Assoc	M
19	20	Full	M
19	21	Full	M
19	22	Full	M
19	24	Asst	M
19	31	Asst	M
19	31	Full	M
19	34	Full	M
19	36	Asst	M
19	37	Full	M
19	38	Full	M
19	43	Assoc	F
19	43	Assoc	M
19	44	Asst	F
19	50	Assoc	M
19	55	Full	M
19	56	Full	M
19	57	Full	M
19	69	Assoc	M
19	70	Full	M
19	70	Full	M
19	72	Asst	M
19	79	Asst	F
19	79	Assoc	M
19	82	Assoc	M
19	84	Assoc	F
19	89	Full	M
19	97	Asst	M
19	100	Assoc	M
19	100	Assoc	M
19	100	Full	M
19	101	Assoc	M
19	104	Asst	M
19	106	Asst	F
19	106	Assoc	M
19	106	Assoc	M
19	111	Assoc	M
19	116	Asst	M
19	116	Full	M
19	118	Full	M
19	121	Full	M
19	125	Asst	F
19	128	Full	M
19	148	Asst	M
19	153	Asst	M
19	160	Full	M
19	170	Full	M
19	175	Full	M
19	181	Asst	M
19	191	Asst	M
19	192	Full	M
20	3	Assoc	F
20	7	Assoc	F
20	7	Assoc	M
20	7	Full	M
20	13	Asst	F
20	13	Full	M
20	15	Assoc	M
20	16	Full	M
20	17	Asst	M
20	18	Full	M
20	20	Full	M
20	25	Full	M
20	27	Assoc	M
20	28	Full	M
20	29	Assoc	M
20	31	Assoc	M
20	32	Full	F
20	32	Full	M
20	36	Asst	M
20	37	Assoc	M
20	37	Full	M
20	38	Asst	F
20	40	Full	M
20	41	Full	M
20	41	Full	M
20	49	Assoc	M
20	51	Full	M
20	51	Full	M
20	52	Full	M
20	60	Full	M
20	70	Assoc	M
20	88	Asst	F
20	88	Asst	M
20	91	Asst	M
20	96	Assoc	F
20	98	Full	M
20	102	Assoc	M
20	120	Assoc	M
20	120	Full	M
20	124	Asst	M
20	130	Assoc	M
20	145	Assoc	M
20	175	Full	F
20	184	Full	M
20	193	Full	F
20	198	Assoc	M
20	201	Full	F
21	3	Full	M
21	6	Full	M
21	7	Full	M
21	7	Full	M
21	7	Full	M
21	8	Asst	M
21	10	Full	M
21	10	Full	M
21	10	Full	M
21	10	Full	M
21	13	Full	M
21	15	Asst	M
21	18	Full	M
21	21	Asst	M
21	21	Asst	M
21	21	Asst	M
21	21	Assoc	F
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	M
21	21	Full	F
21	21	Full	M
21	22	Full	M
21	22	Full	M
21	27	Full	M
21	31	Full	M
21	32	Assoc	M
21	38	Full	M
21	38	Full	M
21	45	Asst	M
21	46	Assoc	F
21	46	Assoc	M
21	46	Full	M
21	46	Full	M
21	46	Full	M
21	47	Assoc	M
21	51	Asst	M
21	55	Assoc	M
21	55	Assoc	M
21	55	Assoc	F
21	55	Assoc	M
21	55	Assoc	M
21	55	Assoc	M
21	55	Assoc	F
21	55	Assoc	M
21	55	Assoc	M
21	55	Full	M
21	55	Full	F
21	55	Full	F
21	55	Full	M
21	55	Full	M
21	57	Asst	M
21	57	Assoc	M
21	57	Full	M
21	59	Asst	M
21	60	Full	M
21	65	Asst	M
21	65	Full	M
21	65	Full	M
21	66	Assoc	M
21	66	Assoc	M
21	66	Assoc	F
21	66	Assoc	M
21	66	Full	M
21	66	Full	M
21	67	Full	F
21	69	Full	M
21	72	Assoc	M
21	75	Full	M
21	77	Asst	M
21	78	Assoc	M
21	78	Assoc	M
21	78	Assoc	M
21	78	Assoc	M
21	78	Full	M
21	80	Assoc	M
21	80	Assoc	M
21	80	Assoc	M
21	80	Assoc	M
21	80	Assoc	M
21	80	Full	M
21	80	Full	M
21	80	Full	F
21	91	Asst	F
21	91	Assoc	M
21	91	Full	M
21	93	Full	M
21	93	Full	M
21	94	Asst	M
21	94	Assoc	M
21	94	Assoc	M
21	95	Assoc	M
21	95	Full	M
21	95	Full	M
21	95	Full	M
21	95	Full	F
21	95	Full	F
21	96	Full	F
21	99	Assoc	F
21	99	Assoc	M
21	99	Assoc	M
21	99	Assoc	F
21	99	Full	M
21	102	Full	M
21	111	Assoc	M
21	120	Assoc	M
21	124	Full	M
21	129	Full	M
21	129	Full	M
21	129	Full	M
21	129	Full	M
21	139	Full	M
21	139	Full	M
21	139	Full	M
21	141	Full	M
21	143	Full	M
21	151	Asst	M
21	151	Assoc	M
21	151	Assoc	F
21	151	Assoc	M
21	151	Assoc	M
21	151	Assoc	M
21	151	Assoc	F
21	151	Assoc	M
21	151	Assoc	M
21	151	Assoc	M
21	151	Full	F
21	151	Full	M
21	151	Full	M
21	151	Full	M
21	151	Full	M
21	153	Asst	M
21	170	Full	M
21	175	Assoc	F
21	189	Asst	F
21	189	Assoc	M
21	189	Assoc	M
22	10	Assoc	M
22	14	Assoc	M
22	14	Full	M
22	22	Assoc	M
22	22	Full	M
22	23	Full	M
22	25	Full	M
22	26	Full	M
22	27	Full	M
22	27	Full	M
22	37	Full	M
22	38	Full	M
22	41	Asst	M
22	41	Full	M
22	44	Full	F
22	45	Full	M
22	50	Assoc	M
22	63	Asst	M
22	64	Asst	M
22	66	Asst	M
22	70	Full	M
22	80	Assoc	M
22	87	Asst	M
22	104	Assoc	M
22	105	Asst	M
22	140	Assoc	F
22	147	Assoc	M
22	155	Assoc	M
22	161	Full	M
22	181	Assoc	M
22	193	Assoc	M
22	200	Assoc	M
22	200	Full	M
23	6	Full	M
23	19	Assoc	M
23	23	Full	M
23	23	Full	M
23	23	Full	M
23	26	Full	M
23	27	Asst	M
23	28	Assoc	M
23	32	Full	M
23	36	Assoc	M
23	36	Assoc	M
23	41	Full	M
23	41	Full	M
23	47	Assoc	M
23	49	Full	M
23	50	Full	M
23	52	Asst	M
23	52	Assoc	M
23	53	Asst	M
23	53	Asst	M
23	54	Asst	M
23	54	Full	M
23	56	Full	M
23	60	Full	M
23	61	Full	M
23	71	Asst	F
23	72	Asst	F
23	76	Asst	M
23	81	Asst	M
23	81	Asst	M
23	87	Assoc	M
23	87	Assoc	M
23	87	Full	M
23	88	Asst	M
23	102	Full	M
23	102	Full	M
23	108	Full	M
23	110	Assoc	M
23	110	Assoc	M
23	115	Assoc	M
23	120	Assoc	F
23	120	Assoc	M
23	123	Asst	M
23	131	Full	M
23	173	Full	M
23	173	Full	M
23	181	Assoc	M
23	203	Assoc	M
23	203	Assoc	F
24	7	Asst	M
24	14	Full	M
24	18	Full	M
24	27	Asst	M
24	27	Assoc	M
24	35	Assoc	F
24	35	Full	M
24	37	Full	M
24	39	Assoc	M
24	43	Asst	M
24	49	Full	M
24	75	Asst	M
24	96	Assoc	F
24	115	Asst	M
24	117	Asst	M
24	148	Asst	M
24	154	Full	M
24	169	Full	M
24	171	Assoc	M
25	5	Full	M
25	6	Full	M
25	6	Full	F
25	7	Full	M
25	7	Full	M
25	20	Assoc	M
25	20	Assoc	M
25	20	Full	M
25	22	Full	M
25	25	Asst	M
25	25	Assoc	M
25	28	Full	M
25	28	Full	M
25	28	Full	M
25	34	Assoc	M
25	35	Asst	F
25	35	Assoc	M
25	36	Assoc	M
25	36	Full	M
25	37	Full	M
25	38	Full	M
25	40	Assoc	M
25	40	Assoc	F
25	40	Assoc	M
25	44	Full	M
25	50	Assoc	M
25	50	Assoc	F
25	54	Full	F
25	56	Assoc	M
25	57	Assoc	F
25	59	Full	M
25	61	Assoc	M
25	67	Assoc	M
25	68	Assoc	M
25	72	Assoc	M
25	73	Assoc	M
25	73	Assoc	M
25	74	Assoc	M
25	79	Full	M
25	80	Full	M
25	81	Asst	M
25	81	Full	M
25	84	Asst	M
25	84	Asst	M
25	84	Assoc	M
25	87	Full	M
25	95	Full	M
25	98	Assoc	M
25	98	Assoc	M
25	98	Assoc	M
25	100	Asst	F
25	107	Full	M
25	107	Full	M
25	107	Full	M
25	110	Assoc	F
25	117	Full	M
25	118	Full	M
25	118	Full	M
25	118	Full	M
25	118	Full	F
25	128	Full	M
25	133	Assoc	M
25	133	Assoc	M
25	145	Asst	M
25	145	Assoc	M
25	151	Asst	M
25	153	Assoc	M
25	154	Full	F
25	156	Assoc	M
25	160	Full	M
25	161	Assoc	M
25	161	Assoc	M
25	166	Full	M
25	166	Full	M
25	169	Assoc	M
25	175	Asst	M
25	179	Asst	M
25	184	Assoc	M
25	194	Asst	M
25	202	Assoc	M
26	2	Full	M
26	10	Asst	M
26	11	Assoc	M
26	12	Asst	M
26	15	Assoc	M
26	19	Asst	M
26	26	Full	M
26	26	Full	M
26	28	Asst	M
26	32	Assoc	M
26	35	Asst	M
26	35	Asst	M
26	37	Assoc	F
26	49	Assoc	F
26	49	Assoc	M
26	49	Full	M
26	56	Full	M
26	60	Assoc	M
26	60	Full	M
26	64	Assoc	F
26	67	Assoc	M
26	69	Full	M
26	69	Full	M
26	70	Assoc	M
26	72	Asst	M
26	81	Assoc	M
26	108	Asst	M
26	110	Full	M
26	111	Full	M
26	118	Assoc	F
26	131	Asst	M
26	139	Full	M
26	148	Assoc	M
26	148	Assoc	M
26	152	Full	M
26	155	Assoc	M
26	165	Assoc	M
26	165	Assoc	F
27	12	Assoc	M
27	12	Full	M
27	18	Full	M
27	19	Assoc	M
27	21	Full	F
27	21	Full	M
27	21	Full	F
27	22	Assoc	M
27	25	Full	M
27	27	Full	M
27	27	Full	M
27	28	Assoc	F
27	30	Full	F
27	32	Full	M
27	34	Full	M
27	35	Assoc	M
27	35	Full	M
27	35	Full	M
27	36	Full	M
27	37	Full	M
27	38	Assoc	M
27	38	Full	M
27	39	Full	M
27	41	Full	M
27	43	Assoc	M
27	44	Assoc	M
27	44	Full	M
27	45	Assoc	M
27	46	Full	M
27	48	Asst	M
27	49	Assoc	F
27	49	Full	M
27	55	Assoc	F
27	60	Asst	M
27	64	Assoc	M
27	64	Full	M
27	66	Full	M
27	70	Assoc	M
27	70	Full	M
27	71	Full	M
27	76	Assoc	M
27	80	Full	M
27	81	Full	F
27	83	Asst	M
27	85	Full	M
27	88	Assoc	M
27	88	Assoc	M
27	88	Assoc	F
27	88	Full	M
27	93	Assoc	M
27	98	Asst	M
27	98	Full	M
27	101	Assoc	M
27	102	Assoc	M
27	102	Full	M
27	102	Full	M
27	102	Full	M
27	106	Assoc	M
27	106	Full	M
27	107	Full	M
27	112	Asst	M
27	116	Full	M
27	121	Assoc	M
27	124	Full	M
27	133	Full	M
27	133	Full	M
27	138	Assoc	M
27	145	Assoc	F
27	145	Full	M
27	146	Asst	M
27	151	Assoc	M
27	151	Assoc	M
27	151	Full	M
27	167	Asst	M
27	167	Assoc	M
27	175	Asst	F
27	197	Asst	M
27	198	Assoc	M
27	200	Full	M
27	204	Asst	M
28	1	Full	M
28	6	Full	M
28	7	Full	M
28	7	Full	M
28	8	Full	F
28	11	Asst	M
28	11	Assoc	M
28	11	Full	M
28	11	Full	M
28	18	Full	M
28	21	Full	M
28	24	Full	M
28	25	Assoc	M
28	25	Full	M
28	25	Full	M
28	28	Full	M
28	28	Full	M
28	28	Full	M
28	30	Asst	M
28	31	Full	M
28	37	Full	M
28	37	Full	M
28	37	Full	M
28	37	Full	M
28	40	Assoc	M
28	40	Full	M
28	42	Assoc	M
28	47	Assoc	M
28	52	Full	M
28	54	Full	M
28	56	Full	M
28	62	Full	M
28	63	Assoc	M
28	67	Asst	F
28	67	Assoc	M
28	72	Assoc	F
28	73	Full	F
28	82	Full	M
28	88	Full	M
28	90	Asst	M
28	90	Assoc	F
28	90	Full	M
28	100	Full	M
28	101	Full	M
28	102	Full	M
28	106	Full	M
28	106	Full	M
28	107	Assoc	M
28	107	Full	F
28	107	Full	M
28	107	Full	F
28	108	Assoc	M
28	111	Assoc	F
28	147	Asst	M
28	163	Full	F
28	169	Assoc	M
28	171	Full	M
28	174	Assoc	M
28	175	Assoc	F
28	175	Assoc	M
28	179	Full	M
28	191	Assoc	M
28	191	Assoc	M
28	196	Assoc	M
29	1	Full	M
29	20	Full	M
29	23	Full	M
29	27	Full	M
29	29	Assoc	M
29	29	Full	M
29	32	Assoc	F
29	32	Assoc	M
29	35	Assoc	M
29	35	Assoc	M
29	36	Assoc	F
29	37	Full	M
29	50	Asst	M
29	50	Assoc	M
29	52	Assoc	M
29	59	Asst	M
29	61	Assoc	M
29	74	Full	M
29	74	Full	M
29	87	Assoc	M
29	90	Asst	M
29	106	Full	M
29	108	Full	F
29	111	Full	M
29	116	Asst	F
29	116	Assoc	M
29	120	Full	M
29	128	Full	M
29	133	Assoc	M
29	133	Full	F
29	146	Asst	F
29	152	Assoc	F
29	160	Assoc	M
29	160	Assoc	M
29	160	Full	M
29	166	Assoc	M
29	191	Assoc	M
29	191	Assoc	M
29	194	Full	M
29	194	Full	F
30	27	Full	M
30	29	Full	M
30	30	Full	M
30	33	Full	M
30	41	Assoc	F
30	50	Asst	M
30	54	Assoc	F
30	60	Full	M
30	83	Assoc	M
30	86	Full	M
30	100	Assoc	F
30	108	Full	M
30	111	Assoc	M
30	113	Full	M
30	132	Full	F
30	141	Assoc	M
30	144	Assoc	M
30	145	Full	M
30	163	Full	M
30	166	Asst	M
30	194	Full	M
31	1	Full	M
31	5	Full	M
31	6	Full	M
31	9	Full	M
31	9	Full	M
31	11	Assoc	M
31	11	Full	M
31	27	Full	M
31	31	Assoc	M
31	31	Full	M
31	37	Full	M
31	38	Full	M
31	39	Full	M
31	41	Full	M
31	42	Full	M
31	49	Full	M
31	50	Assoc	M
31	51	Assoc	M
31	53	Full	M
31	62	Asst	M
31	62	Assoc	M
31	67	Assoc	M
31	77	Asst	M
31	82	Full	F
31	85	Assoc	M
31	90	Assoc	M
31	90	Assoc	M
31	92	Asst	F
31	102	Assoc	M
31	102	Assoc	M
31	103	Full	M
31	106	Assoc	M
31	108	Assoc	M
31	114	Asst	M
31	117	Asst	F
31	117	Assoc	M
31	120	Asst	M
31	133	Full	M
31	138	Assoc	M
31	142	Assoc	M
31	150	Asst	M
31	155	Asst	M
31	173	Full	M
31	188	Asst	M
31	191	Assoc	M
31	202	Full	M
32	7	Asst	F
32	10	Assoc	M
32	18	Full	M
32	18	Full	M
32	23	Full	M
32	26	Full	M
32	27	Full	M
32	32	Full	M
32	36	Full	M
32	37	Assoc	F
32	47	Assoc	M
32	47	Full	M
32	47	Full	M
32	56	Assoc	M
32	56	Assoc	F
32	60	Full	M
32	60	Full	M
32	69	Full	M
32	86	Assoc	M
32	86	Full	M
32	87	Assoc	M
32	88	Full	M
32	89	Asst	F
32	102	Asst	M
32	106	Assoc	F
32	118	Asst	M
32	120	Asst	M
32	128	Asst	F
32	131	Asst	M
32	142	Asst	M
32	145	Full	F
32	157	Assoc	M
32	164	Asst	M
32	183	Asst	M
32	185	Assoc	F
32	187	Full	M
32	191	Assoc	M
33	7	Assoc	M
33	20	Full	M
33	21	Asst	M
33	54	Assoc	M
33	63	Assoc	M
33	98	Asst	M
33	104	Asst	M
33	155	Assoc	M
33	161	Assoc	M
34	7	Full	M
34	25	Asst	M
34	29	Full	M
34	34	Full	M
34	36	Assoc	M
34	36	Assoc	M
34	43	Full	M
34	44	Assoc	M
34	50	Assoc	M
34	52	Asst	M
34	62	Full	M
34	63	Asst	M
34	63	Assoc	M
34	74	Assoc	M
34	77	Assoc	M
34	80	Asst	M
34	85	Assoc	M
34	87	Asst	M
34	88	Asst	F
34	88	Assoc	M
34	117	Assoc	M
34	117	Assoc	M
34	124	Asst	F
34	124	Assoc	M
34	128	Asst	F
34	135	Assoc	M
34	138	Asst	M
34	160	Assoc	M
34	160	Full	F
34	162	Assoc	M
34	167	Asst	M
34	176	Assoc	M
34	195	Asst	M
35	8	Full	M
35	12	Assoc	F
35	21	Assoc	F
35	27	Full	M
35	29	Assoc	M
35	30	Full	F
35	31	Assoc	M
35	32	Full	M
35	35	Assoc	F
35	35	Full	M
35	36	Assoc	M
35	36	Full	M
35	36	Full	M
35	39	Asst	M
35	41	Full	M
35	42	Assoc	M
35	42	Assoc	M
35	48	Assoc	M
35	48	Assoc	M
35	50	Assoc	M
35	51	Assoc	F
35	51	Full	M
35	54	Full	M
35	55	Assoc	M
35	57	Assoc	M
35	59	Asst	M
35	60	Full	M
35	61	Assoc	M
35	63	Full	M
35	66	Assoc	M
35	72	Assoc	M
35	73	Assoc	M
35	74	Asst	M
35	74	Assoc	M
35	75	Asst	M
35	75	Full	F
35	80	Full	M
35	82	Assoc	M
35	84	Full	F
35	87	Asst	M
35	87	Full	M
35	89	Asst	F
35	89	Full	M
35	89	Full	F
35	92	Full	M
35	93	Assoc	M
35	94	Full	M
35	96	Assoc	M
35	97	Assoc	M
35	98	Assoc	F
35	102	Asst	M
35	102	Full	F
35	104	Assoc	F
35	105	Asst	M
35	106	Asst	M
35	106	Assoc	M
35	106	Full	M
35	106	Full	M
35	108	Assoc	M
35	109	Asst	M
35	109	Assoc	F
35	113	Assoc	M
35	115	Assoc	M
35	115	Full	M
35	116	Full	M
35	118	Assoc	M
35	120	Asst	M
35	120	Asst	F
35	120	Assoc	M
35	120	Assoc	M
35	125	Asst	F
35	125	Assoc	M
35	125	Full	M
35	133	Full	M
35	142	Full	M
35	145	Asst	M
35	145	Full	M
35	146	Full	M
35	151	Assoc	M
35	155	Asst	M
35	155	Full	M
35	157	Assoc	M
35	163	Asst	F
35	165	Assoc	F
35	166	Asst	F
35	167	Full	M
35	169	Assoc	M
35	169	Full	F
35	174	Full	M
35	178	Assoc	M
35	181	Full	M
35	181	Full	M
35	190	Assoc	M
35	190	Full	M
35	191	Assoc	M
35	191	Assoc	M
35	193	Assoc	F
35	200	Assoc	M
35	205	Full	M
36	3	Full	M
36	6	Asst	M
36	11	Assoc	M
36	28	Assoc	M
36	34	Assoc	M
36	35	Full	M
36	36	Full	M
36	36	Full	M
36	37	Assoc	M
36	38	Full	M
36	41	Full	M
36	44	Assoc	M
36	46	Full	M
36	49	Full	M
36	53	Assoc	M
36	53	Assoc	M
36	53	Full	M
36	54	Assoc	M
36	54	Assoc	M
36	60	Full	M
36	62	Assoc	M
36	67	Assoc	M
36	67	Assoc	M
36	74	Full	M
36	75	Assoc	M
36	81	Assoc	F
36	83	Full	M
36	85	Assoc	F
36	87	Assoc	M
36	87	Assoc	F
36	87	Full	M
36	88	Asst	M
36	88	Assoc	M
36	94	Assoc	M
36	94	Full	M
36	102	Assoc	M
36	102	Full	M
36	103	Asst	M
36	106	Assoc	M
36	108	Assoc	M
36	109	Assoc	F
36	110	Assoc	M
36	112	Full	M
36	115	Assoc	M
36	117	Asst	M
36	118	Assoc	M
36	120	Assoc	F
36	123	Assoc	M
36	128	Asst	M
36	130	Assoc	F
36	130	Assoc	M
36	132	Full	M
36	141	Assoc	F
36	141	Full	M
36	145	Full	M
36	148	Full	F
36	162	Asst	M
36	166	Assoc	F
36	186	Assoc	M
36	192	Full	M
36	194	Full	M
36	204	Asst	F
36	205	Assoc	F
37	2	Assoc	M
37	7	Assoc	M
37	7	Assoc	F
37	10	Asst	M
37	11	Assoc	F
37	14	Assoc	M
37	21	Assoc	M
37	23	Asst	M
37	27	Full	M
37	29	Asst	M
37	31	Full	M
37	35	Full	M
37	37	Assoc	M
37	37	Assoc	F
37	37	Assoc	M
